-84.580124,39.026611,Just a reminder that @AlanDersh is not a Democrat. Stopped listening to his centrism a long time ago. Now he defend� https://t.co/s7dJZL9kba,"Fort Mitchell, KY","[-84.580124, 39.026611]"
-88.473228,30.144425,@richieny70 @StateDept @realDonaldTrump @POTUS We all know Trump was joking! You�re a sick individual if you though� https://t.co/4Q4Zm1oq9j,"Alabama, USA","[-88.473228, 30.144425]"
-118.668404,33.704538,Democrats set a trap for #Trump trying to unleash a massive protest if he #FiresMueller https://t.co/SkxfK2o8d5,"Los Angeles, CA","[-118.668404, 33.704538]"
-118.4484512,33.976882,@MarvinEAdams @politico It's not the vast majority if 1/3rd still believe trump.,"Culver City, CA","[-118.4484512, 33.976882]"
-117.296536,33.858759,It�s obvious that Steve Cortez considers himself a Provocateur On CNN when he is a light weight mouthpiece for Trum� https://t.co/wUwHmegLZM,"Moreno Valley, CA","[-117.296536, 33.858759]"
-93.74855,32.419303,@realDonaldTrump We love you President Trump!,"Bossier City, LA","[-93.74855, 32.419303]"
-73.78995,40.982445,"@PattyArquette Not at all. 

Trump�s instant karma follows him around like a little Shaddow. Locked, loaded, ready� https://t.co/g8qHQSeFLk","White Plains, NY","[-73.78995, 40.982445]"
-158.115354,21.332074,At my age entertainment is everything. Trump is the gift that keeps on giving. https://t.co/GfDa6PNzsS,"Makakilo, HI","[-158.115354, 21.332074]"
-80.2340902,26.2106246,@funder Trump should be Charged W/RICO  *,"Margate, FL","[-80.2340902, 26.2106246]"
-118.668404,33.704538,"https://t.co/CnqD91jUPA
@realDonaldTrump it is time to ride the case out! Mueller almost has enough  evidence. Once� https://t.co/b5Aip071J5","Los Angeles, CA","[-118.668404, 33.704538]"
-84.120656,35.663386,A question for men: How does it feel to be the same sex as Donald Trump?,"Maryville, TN","[-84.120656, 35.663386]"
-83.095428,42.623997,@AbbyLea68 @kari_andel @ShafPatel @realDonaldTrump Trump supporters are more likely to be racists. Educate yourself.,"Shelby, MI","[-83.095428, 42.623997]"
-157.950476,21.254837,"@guardian Wrong! The Trump era is defined by an admixture of The Manchurian Candidate, Dr. Stragelove, Network, Tal� https://t.co/USTRY7X6sv","Honolulu, HI","[-157.950476, 21.254837]"
-97.287293,37.509588,Everyone should be realizing why tRump refused to release his taxes! https://t.co/HtbnWUR6ew,"Derby, KS","[-97.287293, 37.509588]"
-80.2039913,26.320692,@SoldByWendy @ChrisMurphyCT No Obama &amp; Trump certainly don't compare because DT's list of character defects is too� https://t.co/VT9r2UnxqM,"Boca Raton, FL","[-80.2039913, 26.320692]"
-118.1783453,34.0985693,@dapplegraypony @FoxNews @realDonaldTrump @HillaryClinton @IngrahamAngle And yet Comey completely swayed the electi� https://t.co/t7BEWjxlpa,"South Pasadena, CA","[-118.1783453, 34.0985693]"
-118.037546,33.973234,It is Trump.,"Hacienda Heights, CA","[-118.037546, 33.973234]"
-118.037546,33.973234,There can b extradition of Trump.,"Hacienda Heights, CA","[-118.037546, 33.973234]"
-89.431339,36.003989,@hemantmehta Evangelical is a POLITICAL DESIGNATION! It has NOTHING TO DO WITH FAITH. I�m a practicing Christian. A� https://t.co/Pqbw3wthXN,"Dyersburg, TN","[-89.431339, 36.003989]"
-157.950476,21.254837,"@guardian Wrong! The Trump era is defined by an admixture of The Manchurian Candidate, Dr. Stragelove, Network, War� https://t.co/oU3GxNqnnm","Honolulu, HI","[-157.950476, 21.254837]"
-115.316075,35.9607531,"Trump is described as ""refusing to leave his private bedroom and eating all the time while obsessed with FoxNews.""� https://t.co/7vmpvFV78n","Enterprise, NV","[-115.316075, 35.9607531]"
-83.200169,39.832013,@DiXiEjO68 @BillAustinJr @galupnorth @Ralphige @realDonaldTrump #NeverHilliary Trump is not perfect. You prefer dem� https://t.co/jcF2BRONdh,"Columbus, OH","[-83.200169, 39.832013]"
-106.645646,25.837092,"Reporter faces death threats over Trump question

Damn Racist Republicants Showing their HATE of Fellow Americans

https://t.co/ID1RPd2svk","Texas, USA","[-106.645646, 25.837092]"
-122.436232,47.4953154,@DB_Houston_2017 @SpeakNoEvil85 Congratulations America loves Trump!,"Seattle, WA","[-122.436232, 47.4953154]"
-73.821895,40.748782,@CNN If history is any precursor to the lesson of those so imperious to think  they could win against the order of� https://t.co/Rb29IeoPKo,"Murray Hill, Queens","[-73.821895, 40.748782]"
-83.67529,36.540739,"Who turned over a rock and uncovered this Neanderthal?
It is shocking that she even gets to be heard before the Sen� https://t.co/jtdrGl5fxV","Virginia, USA","[-83.67529, 36.540739]"
-118.144082,33.974263,@thehill Well of course Trump with only beat Obama or actually anybody if it were a contest of the most hated and d� https://t.co/5LTzL6UF7C,"Montebello, CA","[-118.144082, 33.974263]"
-96.977527,32.620678,Devin Nunes goes berserk after as Trump-Russia scandal closes in on him https://t.co/1e8Ij50YJg via @PalmerReport,"Dallas, TX","[-96.977527, 32.620678]"
-94.043628,28.855128,@ChristianIAm07 @SteveSMiller1 @USAMilitaryUSA They are given benefits!!!!! Research!!! Maybe not now.. since Trump!!,"Louisiana, USA","[-94.043628, 28.855128]"
-122.436232,47.4953154,"@thomas_bleske @NickPenner26 @vaswati16th @Joeytheclown @dbongino We don�t know the evidence, if there is any, unti� https://t.co/wlgeCYLZLG","Seattle, WA","[-122.436232, 47.4953154]"
-118.668404,33.704538,"@AHamiltonSpirit The plan is not for Trump to survive unscathed, but to drag this out as long as possible.","Los Angeles, CA","[-118.668404, 33.704538]"
-122.332411,37.720367,"@AC360 Paul Ryan is a coward, if he actually cared about this country, and the rule law! He would protect Rosenstei� https://t.co/0Oc2WlTw4h","Alameda, CA","[-122.332411, 37.720367]"
-122.5001644,37.649122,@957thegame Trump is president #Resistance,"Daly City, CA","[-122.5001644, 37.649122]"
-97.287293,37.509588,@ronda_rl @54resistance @realDonaldTrump @maddow You're probably right. At least Rachel reports real news instead o� https://t.co/jeegtfBMIj,"Derby, KS","[-97.287293, 37.509588]"
-122.332411,37.720367,"@AC360 @AC360 Paul Ryan is a coward, if he actually cared about this country, and the rule of law! He would protect� https://t.co/aIjniPNxKf","Alameda, CA","[-122.332411, 37.720367]"
-80.1955611,26.206136,Who will be Donald Trump�s next Beelzebub? https://t.co/4e0VxrjJHI,"Pompano Beach, FL","[-80.1955611, 26.206136]"
-92.889433,42.491921,@NaveedAJamali Trump is petrified of Stormy and Vlad. We are screwed.,"Wisconsin, USA","[-92.889433, 42.491921]"
-87.626729,33.098411,@Stump_for_Trump @Tell_Michelle_ @SusieLeeNV Support Michelle,"Tuscaloosa, AL","[-87.626729, 33.098411]"
-122.332411,37.720367,"@donlemon Paul Ryan is a coward, if he actually cared about this country, and the rule of law! He would protect Ros� https://t.co/kyjVgOeto9","Alameda, CA","[-122.332411, 37.720367]"
-87.638188,32.975309,We don�t care about call girls in 2010 we don�t care what these nasty Huzxies have to say! Trump is a billionaire&amp;$� https://t.co/hQ0ykNIoEj,"Moundville, AL","[-87.638188, 32.975309]"
-80.7060737,28.03509,AMEN--WE NEED TO FIGHT JUST MAYBE 1/8 AS HARD AS PRESIDENT TRUMP IS FIGHTING FOR US--REMEMBER--HE'S DOING ALL THIS� https://t.co/9bjrOWRixp,"Melbourne, FL","[-80.7060737, 28.03509]"
-77.375572,37.5211418,(2) We have had massive rioting that�s led to injuries &amp; loss of life. Lest we forget Charlottesville. I�ve never f� https://t.co/z3oKLEmyHl,"Highland Springs, VA","[-77.375572, 37.5211418]"
-84.576827,33.6475029,"Donald Trump has the best job.  He gets to watch TV all morning, vacation like twice and month and then play golf e� https://t.co/eg6Lr5DDRi","Atlanta, GA","[-84.576827, 33.6475029]"
-118.68008,34.2518712,@krassenstein I guess we really know who pays their checks @ Fox News- some hidden - 3 generations deep Trump alias� https://t.co/qyvr16psMQ,"Santa Susana, CA","[-118.68008, 34.2518712]"
-118.037546,33.973234,Trump is biggest threat to U.S. National Security.,"Hacienda Heights, CA","[-118.037546, 33.973234]"
-122.436232,47.4953154,Hillary: �I don�t agree with Trump on anything. But if Mike Pompeo needs some advice I guess I would tell him to st� https://t.co/LB6QszfJEv,"Seattle, WA","[-122.436232, 47.4953154]"
-118.082615,33.6289907,Rare words of wisdom from a Republican: �Trump is an evil dumb Forrest Gump Rep.: �The Shawshank Redemption should�� https://t.co/QlaeT7bqz4,"Huntington Beach, CA","[-118.082615, 33.6289907]"
-105.109815,39.614151,Maybe Trump made his tweet to Russia about missiles so that Russian and Syria could take defensive measures that wo� https://t.co/l5sXGxJKgK,"Denver, CO","[-105.109815, 39.614151]"
-77.375572,37.5211418,(3) Should any1 at ABC voice such vitriol for a Dem issue/candidate/Obama/Hillary they would be told to tone it dow� https://t.co/4F7PnW7M3Z,"Highland Springs, VA","[-77.375572, 37.5211418]"
-158.073798,21.626438,@RealDonad_Trump I don�t know what to say. The Congresspersons and Senators showed they are incompetent in flying r� https://t.co/OU4ORIMPrm,"Pupukea, HI","[-158.073798, 21.626438]"
-87.638188,32.975309,@realDonaldTrump They all evidently think they R all so powerful they R above the law!I know Mueller is dirty!Trump� https://t.co/3zAuiU9umJ,"Moundville, AL","[-87.638188, 32.975309]"
-84.8203089,38.403186,"https://t.co/wagCaA5Xg9 Trump signs FOSTA, and does Muellers job for him.  the math is simple.","Ohio, USA","[-84.8203089, 38.403186]"
-122.202424,37.667637,"Oh look, @FoxNews host makes a mockery of the coward @realDonaldTrump. 

https://t.co/bch14sSrKO","San Leandro, CA","[-122.202424, 37.667637]"
-116.4932477,33.759319,@mike_pence WE THE PEOPLE are sick to death of the way you allow the FBI and the DOJ to treat a sitting President a� https://t.co/1DjzlSqu6L,"Cathedral City, CA","[-116.4932477, 33.759319]"
-122.436232,47.4953154,@markteal1933 Quite the opposite. Mueller discovered info not related to his investigation. He informed the deputy� https://t.co/YzyocLS9B9,"Seattle, WA","[-122.436232, 47.4953154]"
-74.439943,40.47205,"@FoxNews @TheJuanWilliams No, they see Trump coming for them. They are leaving instead of facing the music, so to speak.","Edison, NJ","[-74.439943, 40.47205]"
